Name,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Hyundai,Euro III Santro XL Xing eRLX,Kolkata,2005,45000,Petrol,Manual,First,17.0,1086.0,,5.0,0,1048.8474999999999
Skoda,1.8 Elegance Superb TSI,Delhi,2014,65000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,0,13193.3975
Maruti,BS IV LXI R Wagon,Delhi,2011,68000,Petrol,Manual,First,18.9,998.0,67.1,5.0,0,2760.125
Hyundai,1.1 Era i10,Mumbai,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,0,3036.1375
Tata,1.2 Option Revotron Tiago XT,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199.0,84.0,5.0,1,6458.692499999999
Maruti,1.2 Baleno Zeta,Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197.0,83.1,5.0,0,6900.3125
Volkswagen,1.6 Highline Vento,Mumbai,2014,56058,Petrol,Manual,First,15.04,1598.0,103.2,5.0,0,5465.0475
Hyundai,1.2 Grand Kappa Option Sportz i10,Pune,2017,15356,Petrol,Manual,First,18.9,1197.0,81.86,5.0,0,5244.2375
Ford,EXI Figo,Delhi,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,0,2815.3275
Honda,1.8 2010-2013 Civic Sunroof V,Pune,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,0,4968.224999999999
Maruti,800 Alto LXI,Kochi,2015,21652,Petrol,Manual,First,22.74,796.0,47.3,5.0,0,3323.1904999999997
Land,2.0 Dynamic HSE Range Rover TD4,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,1,46370.1
Audi,2.7 A6,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,0,12696.574999999999
Mercedes-Benz,280 CDI E-Class,Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,0,12133.5095
Honda,1.5 City Exclusive V,Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,0,4096.0255
Honda,2.4 4WD CR-V,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,0,2208.1
Maruti,1.3 Alpha Ciaz,Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,0,10466.394
Maruti,LXI R Wagon,Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,0,1380.0625
Hyundai,1.6 CRDi Creta Option SX,Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,0,12034.145
Maruti,Ciaz Plus SHVS VDi,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,0,6072.275
Hyundai,D EON Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,4096.0255
Maruti,Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,0,6900.3125
Volkswagen,Highline Vento,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,0,5409.845
Honda,1.5 City,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,0,1214.4550000000002
Volkswagen,1.2L Polo Trendline,Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0,5211.115999999999
Maruti,2016-2019 800 Alto CNG LXI,Kochi,2017,24310,CNG,Manual,First,46.815999999999995,796.0,40.3,4.0,0,4084.985
Mercedes-Benz,200 CDI Class GLA,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,0,27435.6425
Hyundai,4X2 Fe Santa,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,0,13524.6125
Maruti,Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,4305.795
Hyundai,Elite Plus Sportz i20,Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,1,6933.434
Mahindra,BS IV Xylo,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,0,3036.1375
Hyundai,Asta Grand Option i10,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0,8666.7925
Volkswagen,Highline Vento,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,0,3256.9475
Honda,2.4 Accord,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,0,5354.642499999999
Mercedes-Benz,350 S d,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,1,33121.5
Mercedes-Benz,B CDI Class,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,0,21970.594999999998
Hyundai,1.6 Creta Option SX,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,1,11923.74
Maruti,Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,0,1932.0874999999999
Audi,35 Premium,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,0,21252.962499999998
Renault,85PS Duster RxL,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,0,6072.275
Ford,1.4 ABS Fiesta TDCi ZXi,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,0,3036.1375
Hyundai,1.6 Creta Plus SX,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,0,14352.65
Ford,Figo ZXI,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,0,3532.96
Volkswagen,Highline Polo,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,0,6447.651999999999
Volvo,Design R,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,1,26497.199999999997
Hyundai,CRDi SX Verna,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,0,6900.3125
BMW,7 730Ld Series,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,0,39745.799999999996
Mitsubishi,,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,0,3312.1499999999996
Toyota,3.0 Fortuner,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,0,12144.55
Maruti,Ciaz Plus VDi,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,0,7176.325
Maruti,Brezza Option VDi Vitara,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,0,10378.07
BMW,3 Line Luxury Series,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,1,41865.576
Volkswagen,Highline Vento,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,0,5796.2625
Hyundai,1.2 Asta i20,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,0,4968.224999999999
BMW,X5,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,0,19872.899999999998
Hyundai,1.2 Kappa S Xcent,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,0,6138.517999999999
Mercedes-Benz,2009-2013 Blue CDI E-Class E250 Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,0,24289.1
Land,2 Freelander Rover SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,0,24289.1
Hyundai,Magna i10,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,2925.7324999999996
Hyundai,(O) 1.6 CRDi SX Verna,Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,0,6458.692499999999
Volkswagen,2.0L Highline Jetta,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,0,7673.1475
Mahindra,2WD W8 XUV500,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,0,7176.325
Maruti,8 BSII Omni Seater,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,0,938.4424999999999
Skoda,1.8 Style Superb TSI,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,1,8004.362499999999
Maruti,Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,4968.224999999999
Mahindra,2.6 LX Scorpio,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,0,4692.2125
Mercedes-Benz,200 Class Edition GLA Sport,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,0,28705.3
Mahindra,CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,1,10665.123
Renault,110PS Duster RxZ,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,0,7562.742499999999
Audi,2.0 2008-2012 Q5,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,0,26143.904
Land,2 Freelander Rover SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,0,17388.7875
Volkswagen,Comfortline Vento,Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,0,3864.1749999999997
BMW,2003-2012 5 540i Sedan Series,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,0,7717.3095
Hyundai,CRDi Elantra SX,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,0,17190.0585
Tata,EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,0,5840.4245
Datsun,T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,1,2484.1124999999997
BMW,30d X5 xDrive,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,0,22081.0
BMW,6 Coupe Series,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,0,52442.375
Maruti,1.1 Alto Vxi,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,0,1346.9409999999998
Volkswagen,1.2L Comfortline Polo,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0,4029.7825
Datsun,A GO Plus,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,0,3422.555
Hyundai,1.6 Creta S VTVT,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,0,12696.574999999999
Maruti,Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,1,3820.013
Hyundai,4X4 Fe Santa,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,0,9251.939
Volkswagen,GT Polo,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,0,5299.44
Honda,Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,0,4968.224999999999
Maruti,Vxi,Chennai,2004,95000,Petrol,Manual,First,15.9,1298.0,,5.0,0,883.24
Maruti,Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,4360.9975
Skoda,1.6 Ambition Rapid,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,0,4029.7825
Mercedes-Benz,280 CDI E-Class,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,0,11040.5
Mahindra,BSIV SLE Scorpio,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,0,4416.2
Nissan,2011-2014 Sunny XL,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,0,5244.2375
Maruti,Dzire Swift VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,0,3422.555
Hyundai,EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,3985.6204999999995
Honda,Brio S,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,0,4736.3745
Nissan,Micra XV,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,0,2351.6265
Maruti,Alto BSII LXi,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0,1214.4550000000002
BMW,3 320d Series,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1,15401.497499999998
Volkswagen,1.2 Highline MPI Polo,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,0,5906.6675
Maruti,Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,0,4305.795
Maruti,1.2 R VXI Wagon,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,1,3091.3399999999997
Maruti,Ciaz Plus ZDi,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,0,9660.4375
Audi,2.0 A4,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,0,21528.975
Honda,Brio S,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,0,3036.1375
Mahindra,2WD BSIV Scorpio VLX,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,0,8832.4
Honda,City DTEC V i,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,0,6293.085
BMW,X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,0,13800.625
Chevrolet,1.0 LT Spark,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0,1932.0874999999999
Ford,EXI Figo,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,0,2097.6949999999997
Maruti,BSIV Swift VXI,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,0,4968.224999999999
Mercedes-Benz,220 Avantgarde C C-Class CDI New,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,0,33452.715
Skoda,2.0 Elegance Octavia,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,0,17664.8
BMW,X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,0,36190.759
Hyundai,EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,2760.125
Audi,35 A4 Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,1,47474.15
Ford,1.2P 2015-2019 Figo Titanium,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,0,5939.789
Maruti,2010-2014 Alto K10 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,0,2925.7324999999996
Maruti,2016-2019 800 Alto VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,0,3643.365
Mercedes-Benz,220 C C-Class CDI New Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,0,37537.7
Hyundai,D Lite Santro,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,1,772.8349999999999
Hyundai,1.1 CRDi S Xcent,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,0,7540.6615
Honda,Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,0,6370.3685
Maruti,BSIII Swift Vdi,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,0,3422.555
Volkswagen,1.2 Comfortline MPI Polo,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,0,5465.0475
Audi,177 2.0 A4 Bhp Plus Premium,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,0,17940.8125
Land,Range Rover SE,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,0,58006.787
Mahindra,2WD W8 XUV500,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,0,7065.92
Ford,4X2 Endeavour,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,0,7673.1475
Tata,Indica V2,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0,938.4424999999999
Maruti,Alpha Baleno,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1,7673.1475
Hyundai,1.1 Base CRDi Xcent,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,0,3808.9725
Honda,1.8 2006-2010 Civic S,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,0,3036.1375
Hyundai,1.2 Option Sportz i20,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,0,5465.0475
Tata,1.2 Plus Revotron XZ,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,1,10620.961
Hyundai,1.2 Sportz i20,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,0,7496.4995
Maruti,Dzire Swift ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,0,4968.224999999999
Maruti,LXI R Wagon,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,1,3323.1904999999997
Hyundai,1.4 CRDi Sportz i20,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,0,4857.820000000001
Toyota,4x2 Fortuner,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,0,19309.834499999997
Hyundai,Sportz i10,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,5144.873
Hyundai,Asta Grand i10,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0,6072.275
Hyundai,1.2 Asta i20,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,0,6624.299999999999
Hyundai,Euro II Santro XL Xing eRLX,Hyderabad,2007,76000,Petrol,Automatic,First,17.0,1086.0,,5.0,0,2649.72
Maruti,Brezza Plus Vitara ZDi,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1,11250.269499999999
Honda,Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,0,5796.2625
Mercedes-Benz,250 CDI M-Class ML,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,0,49682.25
Hyundai,Sportz i20,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,0,2980.935
Hyundai,Era i10,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,0,3742.7295
Maruti,Dzire Swift VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,0,6282.0445
BMW,2009-2013,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,0,64631.087
Maruti,Alpha Baleno,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,1,9274.02
Chevrolet,Beat,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,0,2760.125
Honda,Brio V,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,0,3588.1625
Ford,Figo Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,0,3588.1625
Maruti,Celerio VXI,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,0,4692.2125
Mercedes-Benz,220 C C-Class CDI Elegance New,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,0,20424.925
Hyundai,Euro III Santro XL Xing eRLX,Hyderabad,2007,71000,Petrol,Automatic,First,17.0,1086.0,,5.0,0,2649.72
Honda,Brio S,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,0,4692.2125
Maruti,Alpha Baleno CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,1,9770.842499999999
Hyundai,EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,4570.767
Toyota,,Mumbai,2011,44000,Electric,Automatic,First,,1798.0,73.0,5.0,0,14076.637499999999
Hyundai,1.4 CRDi Sportz i20,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,0,7728.349999999999
Ford,3.2 4X4 Endeavour Titanium,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,0,36433.65
Honda,City VX i-VTEC,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1,11040.5
Maruti,SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,0,3897.2964999999995
Chevrolet,1.6 LS Magnum Optra,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,0,1490.4675
Volkswagen,Highline Vento,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,0,4968.224999999999
Honda,City V,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,0,5409.845
Hyundai,1.6 CRDi Creta Option SX,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,0,13535.652999999998
Hyundai,1.1 CRDi SX Xcent,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,0,4405.1595
Mercedes-Benz,220d GLC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,1,51835.1475
Ford,EXI Figo,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,0,4195.389999999999
Volkswagen,2.0 2007-2011 Jetta Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,0,7452.3375
Mahindra,2015-2019 300 T8 TUV,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,0,9660.4375
Ford,1.5 Ecosport Ti Titanium VCT,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,0,5741.06
Hyundai,(O) 1.6 SX VTVT Verna,Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,0,9296.100999999999
Maruti,CNG LXI R Wagon,Pune,2014,58000,CNG,Manual,First,37.24,998.0,58.16,5.0,0,3312.1499999999996
Hyundai,1.2 Sportz i20,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,0,6348.287499999999
Audi,2.0 A4 Multitronic New,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,0,10764.4875
Nissan,Active Micra S XV,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,0,3864.1749999999997
Mercedes-Benz,250 CDI M-Class ML,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,0,33121.5
Land,Discovery Rover S Sport TD4,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,0,38641.75
Hyundai,1.6 Creta Executive Option SX,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,1,14628.662499999999
Skoda,1.6 Active Rapid,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,0,4029.7825
Maruti,Dzire Swift VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,0,5796.2625
Hyundai,1.6 Creta SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,1,10709.284999999998
Hyundai,CRDi Grand Sportz i10,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,0,5752.1005
Mahindra,300 T8 TUV,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,0,6955.514999999999
Hyundai,CRDi Grand Sportz i10,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,0,5211.115999999999
BMW,30d X5 xDrive,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,0,30913.399999999998
Maruti,AMT Dzire VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,1,9240.8985
Toyota,4x4 Fortuner,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,0,15456.699999999999
Audi,2011-2015 35 A6 Technology,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,0,39745.799999999996
Honda,1.5 DTEC Jazz V i,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,0,7065.92
Audi,4.2 Q7 Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,0,57068.34449999999
Mahindra,2WD 7S BSIV Scorpio VLX,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,0,8832.4
Chevrolet,Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,0,10819.69
Chevrolet,Beat LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,0,2980.935
Audi,35 A4 Plus Premium,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,1,26905.6985
Skoda,1.6 MPI Rapid Style,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,0,10731.366
Maruti,Dzire Swift VDI,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,0,5520.25
Toyota,3.0 Fortuner,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,0,11592.525
Maruti,Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,0,4305.795
Honda,1.5 City Exclusive V,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,0,6237.8825
Mercedes-Benz,250 CDI M-Class ML,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,0,33066.2975
Maruti,BSIII Ldi Swift,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,0,3312.1499999999996
Ford,Aspire Titanium,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,1,6624.299999999999
Hyundai,Sportz i10,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,2329.5454999999997
Fiat,1.4 Emotion Punto,Kolkata,2010,47000,Petrol,Manual,First,14.6,,,,0,1645.0345
Maruti,Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0,1656.0749999999998
Toyota,Etios GD Liva,Coimbatore,2013,62601,Diesel,Manual,First,23.59,1364.0,,5.0,0,5155.9135
Maruti,BSIV Swift VXI,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,0,3146.5425
Mercedes-Benz,220 Avantgarde C C-Class CDI New,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,0,37140.242
Tata,BSIII Indica V2,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0,1004.6855
