Name,Version,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Audi,2.7 A6 Tdi,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,,11.5
Mercedes-Benz,280 Cdi E-class,Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,10.99
Honda,1.5 At City Exclusive V,Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,,3.71
Honda,2.4 4wd At Cr-v,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,,2.0
Maruti,1.3 Ciaz,Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,9.48
Maruti,Lxi R Wagon,Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,1.25
Hyundai,1.6 Crdi Creta Option Sx,Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,10.9
Maruti,Ciaz Plus Shvs Vdi,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,5.5
Hyundai,D Eon Lite Plus,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.71
Maruti,Ertiga Vxi,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,6.25
Volkswagen,Highline Vento,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.9
Honda,1.5 City Gxi,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,,1.1
Volkswagen,1.2l Polo Trendline,Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,4.72
Maruti,2016-2019 800 Alto Cng Lxi,Kochi,2017,24310,CNG,Manual,First,46.815999999999995,796.0,40.3,4.0,,3.7
Mercedes-Benz,200 Cdi Class Gla,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,,24.85
Hyundai,4x2 Fe Santa,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,,12.25
Maruti,Swift Vdi,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,3.9
Hyundai,Elite I20 Plus Sportz,Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.03 Lakh,6.28
Mahindra,Bs E8 Iv Xylo,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,,2.75
Hyundai,Asta Grand I10 Option,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,7.85
Volkswagen,Highline Vento,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,,2.95
Honda,2.4 A/t Accord,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,,4.85
Mercedes-Benz,350 D S S-class,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,1.71 Cr,30.0
Mercedes-Benz,B B200 Cdi Class,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,,19.9
Hyundai,1.6 Creta Option Sx,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,19.18 Lakh,10.8
Maruti,Alto Lxi,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.75
Audi,35 A3 Premium Tdi,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,,19.25
Renault,85ps Duster Rxl,Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,5.5
Ford,1.4 Abs Fiesta Tdci Zxi,Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,2.75
Hyundai,1.6 Creta Plus Sx,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,13.0
Ford,Figo Zxi,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,3.2
Volkswagen,1.6l Highline Polo,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,,5.84
Volvo,D3 Design R V40,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,37.9 Lakh,24.0
Hyundai,At Crdi Sx Verna,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,,6.25
BMW,2007-2012 7 730ld Series,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,,36.0
Mitsubishi,Glxd Lancer,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,,3.0
Toyota,3.0 Fortuner,Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,11.0
Maruti,Ciaz Plus Vdi,Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,,6.5
Maruti,Brezza Option Vdi Vitara,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,9.4
BMW,3 Line Luxury Series,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,58.67 Lakh,37.92
Volkswagen,At Highline Vento,Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,,5.25
Hyundai,1.2 Asta I20,Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,4.5
BMW,3.0d X5,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,,18.0
Hyundai,1.2 Kappa S Xcent,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,,5.56
Mercedes-Benz,2009-2013 Blue Cdi E-class E250 Efficiency,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,,22.0
Land,2 Freelander Rover Se,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,,22.0
Hyundai,I10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.65
Hyundai,1.6 Crdi Sx Verna,Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,,5.85
Volkswagen,2.0l 2012-2014 Highline Jetta Tdi,Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,,6.95
Mahindra,2wd W8 Xuv500,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,6.5
Maruti,8 Bsii Omni Seater,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,,0.85
Skoda,1.8 At Style Superb Tsi,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,32.54 Lakh,7.25
Maruti,Swift Vdi,Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,4.5
Mahindra,2.6 Lx Scorpio,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,,4.25
Mercedes-Benz,200 Class Edition Gla Sport,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,,26.0
Mahindra,Crde Thar,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,11.71 Lakh,9.66
Renault,110ps Duster Rxz,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,,6.85
Audi,2.0 2008-2012 Q5 Tdi,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,,23.68
Land,2 Freelander Rover Se,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,,15.75
Volkswagen,Comfortline Vento,Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,,3.5
BMW,2003-2012 5 540i Sedan Series,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,,6.99
Hyundai,Crdi Elantra Sx,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,,15.57
Tata,Ex Sumo,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,,5.29
Datsun,Redi-go T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.98 Lakh,2.25
BMW,30d X5 Xdrive,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,,20.0
BMW,6 630i Coupe Series,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,,47.5
Maruti,1.1 Alto Vxi,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,,1.22
Volkswagen,1.2l Comfortline Polo,Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.65
Datsun,A Go Plus,Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,,3.1
Hyundai,1.6 Creta S Vtvt,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,11.5
Maruti,Alto K10 Vxi,Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.09 Lakh,3.46
Hyundai,4x4 Fe Santa,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,,8.38
Volkswagen,Gt Polo Tdi,Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,,4.8
Honda,Amaze I-dtech S,Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,,4.5
Maruti,Esteem Vxi,Chennai,2004,95000,Petrol,Manual,First,15.9,1298.0,,5.0,,0.8
Maruti,Swift Vdi,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,3.95
Skoda,1.6 Ambition Rapid Tdi,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,,3.65
Mercedes-Benz,280 Cdi E-class,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,10.0
Mahindra,Bsiv Scorpio Sle,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,,4.0
Nissan,2011-2014 Sunny Xl,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,4.75
Maruti,Dzire Swift Vxi,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,,3.1
Hyundai,Eon Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.61
Honda,Brio Mt S,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,4.29
Nissan,Micra Primo Xv,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,,2.13
Maruti,Alto Bsii Lxi,Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.1
BMW,3 320d Series,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,47.2 Lakh,13.95
Volkswagen,1.2 Highline Mpi Polo,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,5.35
Maruti,Celerio Lxi,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,,3.9
Maruti,1.2 R Vxi Wagon,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,5.56 Lakh,2.8
Maruti,Ciaz Plus Zdi,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,,8.75
Audi,2.0 A4 Tdi,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,19.5
Honda,Brio Mt S,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,2.75
Mahindra,2wd At Bsiv Scorpio Vlx,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,,8.0
Honda,City Dtec I V,Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,5.7
BMW,Sdrive20d X1,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,,12.5
Chevrolet,1.0 Lt Spark,Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,,1.75
Ford,Exi Figo,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,1.9
Maruti,Bsiv Swift Vxi,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,4.5
Mercedes-Benz,220 Avantgarde C C-class Cdi New,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,,30.3
Skoda,2.0 At Elegance Octavia Tdi,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,,16.0
BMW,X3 Xdrive20d Xline,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,,32.78
Hyundai,Eon Era Plus,Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.5
Audi,35 A4 Tdi Technology,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,55.61 Lakh,43.0
Ford,1.2p 2015-2019 Figo Mt Titanium,Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,5.38
Maruti,2010-2014 Alto K10 Vxi,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,,2.65
Maruti,2016-2019 800 Alto Vxi,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,,3.3
Mercedes-Benz,220 C C-class Cdi New Style,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,,34.0
Hyundai,D Lite Santro,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,4.55 Lakh,0.7
Hyundai,1.1 Crdi S Xcent,Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,6.83
Honda,Amaze I-dtech S,Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,5.77
Maruti,Bsiii Swift Vdi,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,3.1
Volkswagen,1.2 Comfortline Mpi Polo,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,,4.95
Audi,177 2.0 A4 Bhp Plus Premium Tdi,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,16.25
Land,3.6 Range Rover Se Tdv8 Vogue,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,,52.54
Mahindra,2wd W8 Xuv500,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,,6.4
Ford,2.5l 4x2 Endeavour,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,,6.95
Tata,Dlx Indica V2,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,,0.85
Maruti,Baleno,Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.8 Lakh,6.95
Hyundai,1.1 Base Crdi Xcent,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,3.45
Honda,1.8 2006-2010 Civic Mt S,Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,,2.75
Hyundai,1.2 I20 Option Sportz,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,,4.95
Tata,1.2 Nexon Plus Revotron Xz,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,11.13 Lakh,9.62
Hyundai,1.2 I20 Sportz,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.79
Maruti,Dzire Swift Zxi,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,4.5
Maruti,Lxi R Wagon,Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.59 Lakh,3.01
Hyundai,1.4 Crdi I20 Sportz,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,,4.4
Toyota,4x2 At Fortuner,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,,17.49
Hyundai,I10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.66
Hyundai,Asta Grand I10,Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,5.5
Hyundai,1.2 Asta I20,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.0
Hyundai,At Erlx Euro Ii Santro Xing Xl,Hyderabad,2007,76000,Petrol,Automatic,First,17.0,1086.0,,5.0,,2.4
Maruti,Brezza Plus Vitara Zdi,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.58 Lakh,10.19
Honda,Amaze I-dtech S,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,5.25
Mercedes-Benz,250 Cdi M-class Ml,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,,45.0
Hyundai,I20 Sportz,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,2.7
Hyundai,Era I10,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,3.39
Maruti,Dzire Swift Vdi,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,5.69
BMW,2.5i 2009-2013 Roadster Z4,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,,58.54
Maruti,Baleno,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,10.63 Lakh,8.4
Chevrolet,Beat,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.5
Honda,Brio Mt V,Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,3.25
Ford,Figo Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,,3.25
Maruti,At Celerio Vxi,Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,4.25
Mercedes-Benz,220 At C C-class Cdi Elegance New,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,18.5
Hyundai,At Erlx Euro Iii Santro Xing Xl,Hyderabad,2007,71000,Petrol,Automatic,First,17.0,1086.0,,5.0,,2.4
Honda,Brio Mt S,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,4.25
Maruti,Baleno Cvt,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,10.3 Lakh,8.85
Hyundai,Eon Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,,4.14
Toyota,2009-2016 Prius Z4,Mumbai,2011,44000,Electric,Automatic,First,,1798.0,73.0,5.0,,12.75
Hyundai,1.4 Crdi I20 Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,7.0
Ford,3.2 4x4 At Endeavour Titanium,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,,33.0
Honda,City I-vtec Vx,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12.68 Lakh,10.0
Maruti,Sx4 Zdi,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,,3.53
Chevrolet,1.6 Ls Magnum Optra,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,,1.35
Volkswagen,Highline Vento,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.5
Honda,City Mt V,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,4.9
Hyundai,1.6 Crdi Creta Option Sx,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,12.26
Hyundai,1.1 Crdi Sx Xcent,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,,3.99
Mercedes-Benz,220d 4matic Glc Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,59.77 Lakh,46.95
Ford,Exi Figo,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,3.8
Volkswagen,2.0 2007-2011 Jetta Tdi Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,,6.75
Mahindra,2015-2019 300 T8 Tuv,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,8.75
Ford,1.5 Ecosport Mt Ti Titanium Vct,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,,5.2
Hyundai,1.6 Sx Verna Vtvt,Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,8.42
Maruti,Cng Lxi R Wagon,Pune,2014,58000,CNG,Manual,First,37.24,998.0,58.16,5.0,,3.0
Hyundai,1.2 I20 Sportz,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.75
Audi,2.0 A4 Multitronic New Tdi,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,,9.75
Nissan,Active Micra S Xv,Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,,3.5
Mercedes-Benz,250 Cdi M-class Ml,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,,30.0
Land,Discovery Rover S Sport Td4,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,,35.0
Hyundai,1.6 Creta Executive Option Sx,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,17.7 Lakh,13.25
Skoda,1.6 Active Rapid Tdi,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,,3.65
Maruti,Dzire Swift Vdi,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.25
Hyundai,1.6 Creta Sx,Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14.23 Lakh,9.7
Hyundai,Crdi Grand I10 Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,5.21
Mahindra,300 T8 Tuv,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,6.3
Hyundai,Crdi Grand I10 Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,4.72
BMW,30d X5 Xdrive,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,,28.0
Maruti,Amt Dzire Vdi,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.62 Lakh,8.37
Toyota,4x4 Fortuner Mt,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,,14.0
Audi,2011-2015 35 A6 Tdi Technology,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,36.0
Honda,1.5 Dtec I Jazz V,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,6.4
Audi,4.2 Q7 Quattro Tdi Technology,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,,51.69
Mahindra,2009-2014 2wd 7s Bsiv Scorpio Vlx,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,,8.0
Chevrolet,Cruze Ltz,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,,9.8
Chevrolet,Beat Lt,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.7
Audi,35 A4 Plus Premium Tdi,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,53.14 Lakh,24.37
Skoda,1.6 At Mpi Rapid Style,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,,9.72
Maruti,Dzire Swift Vdi,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.0
Toyota,3.0 Fortuner,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,,10.5
Maruti,Swift Vdi,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,,3.9
Honda,1.5 City Exclusive Mt V,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.65
Mercedes-Benz,250 Cdi M-class Ml,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,,29.95
Maruti,Bsiii Ldi Swift,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,3.0
Ford,Aspire Titanium,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,8.91 Lakh,6.0
Hyundai,I10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.11
Fiat,1.4 Emotion Punto,Kolkata,2010,47000,Petrol,Manual,First,14.6,,,,,1.49
Maruti,Alto Lxi,Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.5
Toyota,Etios Gd Liva,Coimbatore,2013,62601,Diesel,Manual,First,23.59,1364.0,,5.0,,4.67
Maruti,Bsiv Swift Vxi,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,,2.85
Mercedes-Benz,220 Avantgarde C C-class Cdi New,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,,33.64
Tata,Bsiii Dle Indica V2,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,,0.91
Maruti,800 Alto Vxi,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,,2.42
Skoda,2.8 At Superb V6,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,,3.25
Volkswagen,1.2l Comfortline Polo,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.8
Maruti,Amt Dzire Plus Zxi,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,10.26 Lakh,8.3
Mahindra,Scorpio Vlx,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,,5.25
Maruti,Bsiii Swift Vdi,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,,2.9
BMW,3 320d Prestige Series,Pune,2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,,15.0
Tata,Nano Se Std,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,,0.53
Toyota,2.5 8 Innova Seater Vx,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,,12.5
Honda,Brio Mt Option S,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,,2.75
Tata,1.2 Amt Revotron Tiago Xza,Pune,2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,6.94 Lakh,5.0
Mahindra,Bsiv Scorpio Sle,Kochi,2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,,7.09
BMW,2003-2012 5 525d Series,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,,19.99
Toyota,Altis Corolla D-4d Gl,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,,10.75
Honda,City Cvt I Vtec Vx,Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,9.45
